"Game Name","Game Genre","OP","Reply Count","Thread Title","Title Language","Translated Title","Body Text","Language","Translated Text","Combined Text","Combined Translated Text","URL","Date/Time Posted (PST)","Date/Time Collected (GMT)","Class"
"Factorio","Sandbox","Natie","9","How do I get rid of this top right “hint” ?","en","-","https:\/\/steamcommunity.com\/sharedfiles\/filedetails\/?id=3128078363

I have this very annoying hint in the top right, and all my hints settings are turned off. It’s very annoying and I can’t for the life of me figure out how to remove it.

I’m playing on the Steamdeck and that takes a chunk of screen realestate I don’t want to really give up.","en","-","How do I get rid of this top right “hint” ?https:\/\/steamcommunity.com\/sharedfiles\/filedetails\/?id=3128078363

I have this very annoying hint in the top right, and all my hints settings are turned off. It’s very annoying and I can’t for the life of me figure out how to remove it.

I’m playing on the Steamdeck and that takes a chunk of screen realestate I don’t want to really give up.","-","https://steamcommunity.com/app/427520/discussions/5/4032476115580861438/","31/12/23 17:55","18/01/2024 13:12:10","Bug Report"
"Factorio","Sandbox","TheXello","7","Game crashes on launch in Linux","en","-","I have updated my graphics drivers and tried the safe mode and openGL launch options. Is there a way to get stdout or more information?","en","-","Game crashes on launch in LinuxI have updated my graphics drivers and tried the safe mode and openGL launch options. Is there a way to get stdout or more information?","-","https://steamcommunity.com/app/427520/discussions/5/4032475816292989419/","27/12/23 19:55","18/01/2024 13:12:11","Bug Report"
"Factorio","Sandbox","Floppa","2","Problem with the graphics","en","-","ok,i was playing Factorio when suddenly the texture of the floor become black,like if there was no texture but items or structurres dont disappear,and that happens me since 2 days ago,so i am wondering what could it be","en","-","Problem with the graphicsok,i was playing Factorio when suddenly the texture of the floor become black,like if there was no texture but items or structurres dont disappear,and that happens me since 2 days ago,so i am wondering what could it be","-","https://steamcommunity.com/app/427520/discussions/5/4032475816296969172/","28/12/23 22:00","18/01/2024 13:12:12","Bug Report"
"Factorio","Sandbox","ESI","1","No new game possible","en","-","I want to start a new game but it gets stuck where it says ""press tab to skip intro"". Furtunately my other savegames work.","en","-","No new game possibleI want to start a new game but it gets stuck where it says ""press tab to skip intro"". Furtunately my other savegames work.","-","https://steamcommunity.com/app/427520/discussions/5/4032475099153358730/","21/12/23 03:56","18/01/2024 13:12:12","Bug Report"
"Factorio","Sandbox","Always that one","1","Nees some help. Please someone","en","-","Steam authentication error. Please make sure you are logged into Steam and your status is ""Online"".","en","-","Nees some help. Please someoneSteam authentication error. Please make sure you are logged into Steam and your status is ""Online"".","-","https://steamcommunity.com/app/427520/discussions/5/4032475099158534177/","22/12/23 13:50","18/01/2024 13:12:13","Bug Report"
"Factorio","Sandbox","malogoss","9","Cloud error, unable to synch.","en","-","I've played Factorio for 5+ years, about 2 weeks ago something started happening.
I play, I save my game, then I close the game.

I get a ""cloud error"" message.

I thought it could be because I was saving a huge map. So I started a new game, played a couple hours only, saved and got the same message when I closed the game.

I figured that after closing the game I can go in my steam library and try to synch again. Most of the times it works. So I guess it is not the end of the world.

Oh and for info, when I close the game, from desktop I right click the Steam icon, bottom right, and I see Factorio written in blue, with a blue (or is it white?) ring in front of it. Then I synch and that is gone.

I'm dumb with computers, no idea if all that is bad or should be ignored.
Any thoughts? Thanks.","en","-","Cloud error, unable to synch.I've played Factorio for 5+ years, about 2 weeks ago something started happening.
I play, I save my game, then I close the game.

I get a ""cloud error"" message.

I thought it could be because I was saving a huge map. So I started a new game, played a couple hours only, saved and got the same message when I closed the game.

I figured that after closing the game I can go in my steam library and try to synch again. Most of the times it works. So I guess it is not the end of the world.

Oh and for info, when I close the game, from desktop I right click the Steam icon, bottom right, and I see Factorio written in blue, with a blue (or is it white?) ring in front of it. Then I synch and that is gone.

I'm dumb with computers, no idea if all that is bad or should be ignored.
Any thoughts? Thanks.","-","https://steamcommunity.com/app/427520/discussions/5/4033600533831886985/","18/12/23 19:20","18/01/2024 13:12:13","Bug Report"
"Factorio","Sandbox","ESI","0","Factorio doesn't react","es","Factorio doesn't react","I want to start a new map. but when I start and it shows the ""intro"" where it says ""press tab to skip"" it freezes. 
Fortunately the other savegames work.","en","-","Factorio doesn't reactI want to start a new map. but when I start and it shows the ""intro"" where it says ""press tab to skip"" it freezes. 
Fortunately the other savegames work.","Factorio doesn't reactI want to start a new map. but when I start and it shows the ""intro"" where it says ""press tab to skip"" it freezes. 
Fortunately the other savegames work.","https://steamcommunity.com/app/427520/discussions/5/4032475099149837257/","20/12/23 04:50","18/01/2024 13:12:14","Bug Report"
"Factorio","Sandbox","Maltsi","7","Delayed actions as a client","en","-","Im playing this with my brother, and few days ago we started having issues out of nowhere. When client picks up item from the inventory\/hotbar or drives a car for example, those actions comes about 0.5-1s delayed. player movement is still not delayed at all. It does this regardless whos host and if its modded save or not.
Any help would be appreciated as this is pretty annoying issue.","en","-","Delayed actions as a clientIm playing this with my brother, and few days ago we started having issues out of nowhere. When client picks up item from the inventory\/hotbar or drives a car for example, those actions comes about 0.5-1s delayed. player movement is still not delayed at all. It does this regardless whos host and if its modded save or not.
Any help would be appreciated as this is pretty annoying issue.","-","https://steamcommunity.com/app/427520/discussions/5/4034724270492016519/","23/11/23 06:13","18/01/2024 13:12:18","Bug Report"
"Factorio","Sandbox","Nikk","4","Lies and kicks you from the server","en","-","Hello, my friend’s game starts to lag very much when connecting to the server, he has a stable Internet, we play many games with him and everything is fine, there is also 1 more person playing with us and everything works fine for him, only my friend has problems what could be the reason and how to solve it","en","-","Lies and kicks you from the serverHello, my friend’s game starts to lag very much when connecting to the server, he has a stable Internet, we play many games with him and everything is fine, there is also 1 more person playing with us and everything works fine for him, only my friend has problems what could be the reason and how to solve it","-","https://steamcommunity.com/app/427520/discussions/5/6266251726412324468/","16/09/23 11:30","18/01/2024 13:12:19","Bug Report"
"Factorio","Sandbox","Chesmu","0","Can I edit default music playlist?","en","-","There are more than one music rotating, can I remove some of the music? if yes, from where.","en","-","Can I edit default music playlist?There are more than one music rotating, can I remove some of the music? if yes, from where.","-","https://steamcommunity.com/app/427520/discussions/5/4033600533831649465/","18/12/23 17:46","18/01/2024 13:12:19","Bug Report"
"Factorio","Sandbox","Fallout.Png","1","Music Issues - Buzzing/not playing","en","-","Been trying to play again before DLC launches, have a very annoying but not detrimental issue. The music while in a game is replaced with a buzzing, sometimes playing a very small portion of the music if I make the game load new tiles. I have removed all mods, verified the game files and completely re-installed the game and yet the issue persists. If anyone has any clue what is happening, please inform me. (FYI main menu music works fine)","en","-","Music Issues - Buzzing/not playingBeen trying to play again before DLC launches, have a very annoying but not detrimental issue. The music while in a game is replaced with a buzzing, sometimes playing a very small portion of the music if I make the game load new tiles. I have removed all mods, verified the game files and completely re-installed the game and yet the issue persists. If anyone has any clue what is happening, please inform me. (FYI main menu music works fine)","-","https://steamcommunity.com/app/427520/discussions/5/4034725235919909414/","03/12/23 20:25","18/01/2024 13:12:20","Bug Report"
